symbol,source,headline,link,published_at,sentiment,confidence
M&M.NS,Google News,'We owe that': Anand Mahindra has message for Indians after Tejas crash that left nation grieving Wing Com - The Economic Times,https://news.google.com/rss/articles/CBMingJBVV95cUxPdnRjU2YyVzVpMkxlV0JWbzh4Z2o2MHp4eHdQd2JlZ0VZRDE1UzJzdWtLSE4tMHdOSDBHSVBfSjh5OFNCc2xzU09GMEkwcjFDMlhKa1FKQzZFcjBQbVNTTjRzT2F5bnpGQ3pVTnBZUGtMaTdQbV9SNTE3M2pOV2dfX3FYeWNHMXJsR29vbTRJVEhGcmozdWttRGJxWlR1N2Q4Y0k0LTVTeG5TWHJILVNna3ZWeWxZdmRhOU1yZEhYbEtEalllTU9Fa1htdWoxOTI4WnVIcVRBUmlnYk1MSGtYdDUxem1iblMxdVh6dUtNaUFGOWltYWJxcHJVWHpCRW9KQ09pUXhpX01ZQnRJT0lOeGd1c2U2TW9LNEJVQm1B0gGjAkFVX3lxTE1nUlBjYWxmcFFiSlBoN2ZBUHo5elgxT1I1MkhPOTkxQjc4cUhhblNyX2ZOZTZDZEl4aWFqRlJlTmw0WGhhUUFsdmVBbmJvQjl3dmtJSUwwWWJ1RmVVaG9hYm1XX3B1d2psOFdvaVkzdnZTN2xVODRENmFKRzBCd2taVjl4LWtfM2RiSWxFcWZDUnBVNUhGRmlqcFg1LWFTVzFMMndDQW1YV3hlQ0p3Tm1ZZFRoN1Azak9ESGg2NDZ5T1FQVnZhd1BndnY1WFE1SkhpenFkOVlGbktxUG54MHB4WnZndF9aWFQwTXlyRWdnV2o3bl9xRndSNmZSYVJ2REktb2NFTTNiX1VhLUwxUUk1UHRPM3RhcTFjMm9OODlyUl9JWQ?oc=5,2025-11-23 12:56:15,neutral,0.7094681262969971
M&M.NS,Google News,"Weekly Auto Wrap: Honda Eyes OEM Partnerships, Bajaj Auto Seals KTM Takeover, Mahindra Investor Day Highlights - Autocar Professional",https://news.google.com/rss/articles/CBMi3gFBVV95cUxPOXVRRHpCeVpfNmluaE5fcGg0ZXhKakZVbEVfbnpObk81RDR2X3ZYWERYOXZpcHRYblF6dmRsWFZISmhPQUM5ajBiOFlHcURkdjZTRFM0UTFjeE1lamlkMV9uRy11UjV1aklnV1pIZzVwU0FrNVQ0dGFZQzVhdEFrU3dBSnRVaFV4UllhbFFiOFVMREFHQUwwaW1ILXR0M19IYXBBeHA3VmFHb1dqUEF4NTV5RDh0c3U4ZlNUZEVwNUVUSTVaYmpKM0VjNGZRQTVuRF9KaVZBM0tRMURkaGfSAeYBQVVfeXFMTkFZd2o1WEZ4ZGFySm1ZaVdFdmZRR2dkVlpWaWR3NGNXeHE0QTlDbkNJM0RaaHlkVGQwNXNLNV8xckFPODV5YmhSRnZpRGpkU0owdkJFWjdPZG5DX1dNQ2ZjTnBTZlR3c1pZYkV0cnZ6VlhUU1lpUGRfbFFOdkhZa2ZzazkyaldUWFd1QUcySTRfYUhlcW0wdnlldC1FR3hVVmRSR3JTZkhOdzYwTXJDLUxZVHdPYnc5c291VEh1OWtVYTJDSF9ycE9lY0dJWnlOc3NFaEdwa285Z3NNMFR0VDRYQjBqcXc?oc=5,2025-11-23 12:06:30,neutral,0.9178266525268555
M&M.NS,Google News,Brothers Surprise Father With New Scorpio-N Gift: Father Gets Emotional [Video] - Cartoq,https://news.google.com/rss/articles/CBMiigFBVV95cUxOTXhtd19KaEwtdWVCcXRvclBIemdHYllBMVBzcDR4YXRhS1RYbGF2TDdvMkk1VGM3MEw0NjhlSm1TT1JZbmhndzIxUHVPWkFTRWRDX1RieDZRLUZHeVZUanlhRVE5TU0tSDJMRER5dVcwOXh3dW4ybmdMTU9vb05rd3dFVy13cnAyVEE?oc=5,2025-11-23 06:29:36,neutral,0.8668496608734131
M&M.NS,Google News,​Top picks: 3 stocks to buy this week that can give returns of up to 11% in short term. Do you own any?​ - The Economic Times,https://news.google.com/rss/articles/CBMisAJBVV95cUxOazRPdDcxQ3dHUk1Nc2pzNURuXzBmbTUyWElScUgwQUpQOGZTemJDT0N0Q3JiQldkeWt2VVdTcDZiSWtyQ2FvYmhNeGtiMWZvWThYV2NFRWpJOGRLN0llSTNYUHNXNU9FeGxvSmtOMmphWjNkdTQ1TGluWU14Tml3QWZTZXJOUE5kaWNqUEpnMl9YZXY0Yi1SdVFac3BQa0lHc1pKbmNlR2VOWDdtVUJNTXBzUENTRnRORWhtczZjZTlzeGRrSHpoMFBEWE5QbXJWNVQ1NGdIT3M4S0N1STRibDRubDJTaF9EZ1lJSHZaaFllLTExTUY1ZzVscTB0dGpEYXFnNC1PZnAyOXpkazNXNEw4SHUtSGdxUGRfeWFyVGs3VzI2RVdKMkpqNjRkUEFu?oc=5,2025-11-23 06:37:54,neutral,0.8969489336013794
M&M.NS,Google News,"Private Job: Customer Support Executive vacancy in Tech Mahindra, 12th pass can apply, job location Pune - Bhaskar English",https://news.google.com/rss/articles/CBMi3wFBVV95cUxQd0xvNlZzYXlXNklxR0ZaX1QyTGt3ZWhMVzhJSktXWFh2TmZQa2F6OTR0NjZKWFVWdFdfZ0I5Z1hQUGxFLUVtNlRCQVdpUXpldmgtQ3Rheml2N3FxS2g1dDhLN1k5Nk5xdHhhTEVQNXNhaEJzcW1DbUg2ZWZBdzlHRm5IVFNvb1dsT2QzZDk1SlpOV3U3dE5pSi1lSmd3Q3g5ZGRnZVc5aUZLSVZraTFTNWdWZFlDYkJWWHJWMlFaeFRTWS1UN0NNVUNibmlaSG9kQktpNDVJd1lUSENkTm5B0gHkAUFVX3lxTE13SHRFblkyblA4clBuR3EyUHF1LVMweExqYXFRUGJVR3lNY1l4ZU9MUk44UWIyd3dwZnB0dzBsaC0wMXo4dW1nRHNfSlJZVk9CQ3BNQW9DbURfZFZTZy1fUXYxVUtQeDRybnVtZUJHWFZFWUVTMzAwZHprTVZGZ05xdmpmdXlaRU1TTlhKamlqWlVKVlNGbkJidTc1NGxlc0VFQ1lqM3dBanZVZmtxUWpkeDJWLV9ITWJRWnBncTh2TkFUUGl6eFg4RXlPWmg5WlhqdnVRNlZLc0lRS2NEaXpCVTc4Tw?oc=5,2025-11-23 11:17:54,neutral,0.9215547442436218
M&M.NS,Google News,"Mahindra BE 6 new special edition coming soon, Formula E inspired design - Times Bull",https://news.google.com/rss/articles/CBMitAFBVV95cUxOeFpaQVd6OGRDMDNUa2U5eUxEd2xEVUpJNjdQX3BzWEMxam9KTTBmZXBiLXpPeUo0X2RwWUFVNERtaFJkRXpHblNqVnZlNEtZX1F6ckwya0d0RXV5Z0t3RUtVY1A1Q3MzWXRQT3VQX0YyTDZHTnd4X2FTbmJiUnNQaGRmd2pCU1J5NFIxekQzeE5ndXpoVmxtY2JRZkpyNVdHR09ERnVNQ2lESl92ZzhiXzJSdDk?oc=5,2025-11-23 11:18:19,neutral,0.8121998310089111
M&M.NS,Google News,Mahindra XUV700 Facelift – What to Expect? - MotorOctane,https://news.google.com/rss/articles/CBMickFVX3lxTFA0c3EtaFNib2hOTE84anhNbXQ2ZkVGSEJ2UkFtcmRwWVc2RkU1VXlxNmtMeWxuaWhtLU92Y2h5blJfQzVZdEZiQkFmVmp5OGZIbmMweFRqdjlkLUNyVEJ4dm5HZTN5dFh0SFp0OUc4cVZ6d9IBckFVX3lxTFA0c3EtaFNib2hOTE84anhNbXQ2ZkVGSEJ2UkFtcmRwWVc2RkU1VXlxNmtMeWxuaWhtLU92Y2h5blJfQzVZdEZiQkFmVmp5OGZIbmMweFRqdjlkLUNyVEJ4dm5HZTN5dFh0SFp0OUc4cVZ6dw?oc=5,2025-11-22 18:30:04,neutral,0.9146994352340698
M&M.NS,Google News,Mahindra XEV 9S – Key Details Revealed Ahead of the Launch - Times Bull,https://news.google.com/rss/articles/CBMioAFBVV95cUxQaUg2OEtFTEF5ZnIyUE9rSnRZeWpMRFVhdmR6SmZmTUFjOVUyc192SHFQUk13dmRvcnBLejQ0THZjMFVCZnFDX09xTENfY0tiODlGRkxEUXJsMmQ5QkwxNTZSZXdCa0QxaFNGSW9XS0I2RkRsZm5VdnozOFNLcXgtWG5wQmoxY3JQQzFEV3llUDFMQng5RjFUVXRhbjc3aHlC?oc=5,2025-11-23 10:54:10,neutral,0.9516926407814026
M&M.NS,Google News,Kotak Mahindra Bank Announces Share Split in 1:5 Ratio - India News Network,https://news.google.com/rss/articles/CBMinAFBVV95cUxQZXpDOUZqRFJuODFZekd4V0VqbjBWMTR5aXJER3hib2NfR2Q0TElqYVY2U09JWjFzUDc4a1hsbGdzR28wQlFLcmtzdi0wMkt4Rm16WFZOWTdid3lHLXU1aURiSW5id1hJeUFjLWhGeWJ6eWdnWWpqRTVwS1ZIRXJTdXBjdzJhY1FIN0NWOWxfMVBkbkhVdDZsa2dHOVo?oc=5,2025-11-22 19:52:20,neutral,0.9069112539291382
M&M.NS,Google News,Mahindra BE Rall-E teased in production-spec before November 26th debut - News9live,https://news.google.com/rss/articles/CBMirwFBVV95cUxPbzBMUURubVdSb002dFdlSU5IVExZbkdvQmhSSG9lSWY0Yzg2dy1CXzJjUUxJd2NuVG5YUmpFdWNIMW9pVkpNcHlOVGYyTDAxTHVMcWZWaTg1c2lmN3MxTlNMbFI2X1hlU01PYTZPZzgyU0dxNlIwVjNCMU9uQURvX3l0NUVwSWFQelQ1Z1FHSTZyOS1NYmxzSGUtVGIxSURoS3NzZndkWmRVbW5KT2Nz0gG0AUFVX3lxTE1jc2ZYV0FWOGxZMzFFTThjd195T3ZXVU1uVTMxWlZmZ0ZVTkpaUDVva29nV2RZaDIzbzNidXJubk53bkQtdFlEdDRJNGxLTC1xUVUwWHBjdGV2X1lLZXZwREwzVHVfWXlGZThycVBVbGphc2J4UTdwYXVFV2gtUjUzZm04QUJoaWxQekFDZE5RVGVTeG0zdzAzN014eENaQUpnaHJHNEY3SVNCeWJNcWFlSnRzQg?oc=5,2025-11-23 07:47:58,neutral,0.8926892280578613
M&M.NS,Google News,"After Gul Panag, Many Mahindra Thar Owners Come Out In Support Of SUV: Challenge DGP's Statement - Cartoq",https://news.google.com/rss/articles/CBMimgFBVV95cUxNS0NGajJXdEJPWDZCcVJzczc5TGRBeHpORE5QeWlYWWNHekxzUGRWZ0lZUFNjeDdmVTRnSjZkTW40bEVsZjc1YTN4Zll4bldPZzh5eERRZzhEMnBwOHpWWGVwVi1VTzg3NUFqLXFWT0VKR09TT05DVHh0UGZLbWkyNG1VX2J4WHJreUVnanFkZWFBYy15UTVXX3dR?oc=5,2025-11-22 15:36:27,neutral,0.8215175867080688
M&M.NS,Google News,Calf Stuck Under Mahindra Thar ROXX: Kind People Rescue It [Video] - Cartoq,https://news.google.com/rss/articles/CBMiekFVX3lxTE82TzRJVF8tZmhwTWRBbS1qY1lkckc4aFExbThmQ2JUZDVjMTBTYkZBOHNTb2l1Z3J6VXF2aXRaOWp0eElibWMwUGphMldjemxyOGVSYWpOMC1VVkx0c3hGN19xLUpZV2NFTExrWkRLRDMzQzQxb3hEbi1R?oc=5,2025-11-22 15:12:09,neutral,0.8717570900917053
MARUTI.NS,Google News,Buy or sell: Sumeet Bagadia recommends three stocks to buy on Monday — 24 November 2025 - livemint.com,https://news.google.com/rss/articles/CBMi6gFBVV95cUxQZTJCNXEzSzQ2NHk3RDA5MmtBcVNQWmVfMXFYWHhiTGpGVmF6TThraTFBUjZkRi10V2lYN2wzbWZ5LW4xWGVST2JhU0NxMjdMLWc5dVJ1N1NTYjFTcjdNczFFSDNib180WDBOc3Z1RUktanp3MWpoLWVvajR0bFZIczRjeEY1ZnVQRUN6OW9ERHlWdHBEWmZ1d0NJakFHcjZHYzNXaEh5MXUyVmtGRnZma2pLRHJBenNZaG5jUjY1NUJfMmhRZ1ZKOHZvM3R3WHFrSmpJcUtoMFZITEkwY0FYQzl2WGhsOWdFVVHSAe8BQVVfeXFMTVFHQWdRNUZMaC1Nbk5PVnBSb0tjVFE4U0lLdG1YRDNzYmpMdndlVTdTZERVT1BKQTdydUNmbXEtelBTRzJxTjRQUE9aTmJCVTVxRDRIajVFS3BJUkpWV1FPaDlncVItMnptb3BqRlNHVFdiSkZBN1JnTHppak56UjJKSkxBaGVVek5lY1R5ajd6NndWdVd4MUJER09HRVdyZDF6Y2lGYlg4VWdBTkVnUVNGY21EOFZlMGFZYU9ZeV9EMldFeWJYSGtSV2ZrUnB5R0gzRGFxQXJyZ243Sm1aTUNldVBpTmd5dDM3N0xINVk?oc=5,2025-11-23 12:55:30,neutral,0.9365601539611816
ONGC.NS,Google News,"COP30: Oil producers, but maybe not the planet, get a win as climate talks end - Deccan Herald",https://news.google.com/rss/articles/CBMiugFBVV95cUxNenF5eXAyM0JfakhIN25EYTdueV83SmlaRVR0M3hMc1N1TlVaUDI5c1ZvWlIyaHRtWURreVFsR2JiWE5jV0pxNlVydW9VdXAtUWs5dzc4Y2RqYURNQzY0aTBwNVM1TDhqdzhKdk43Ti12YXJJQWhwdVJiRnJZbms1ZjBwTWlHR183dU9XWjR0a1NQMVc5X1NBbGNEWTI3UmdkQndrd2dTWHZiT29oekJ0OVJJT3VScjJ1NVE?oc=5,2025-11-23 00:32:42,neutral,0.7469761967658997
ONGC.NS,Google News,Arunachal: OIL achieves successful capping of Well 76 at Kharsang Oil Field - nenow.in,https://news.google.com/rss/articles/CBMiygFBVV95cUxOdkpMcDhscnBzMUZFelVCc3FqLVhKT0hHZ0JxS0hGYWFQZEU0MXZiV2c2VTFXN2NtWV9ydkE5d1RLR0huZUFsT1JTRFc4b25LbnVoSHdsUWt3SWlfX3Z2ZVRUTkNpMV84TmE4ZTFMaVBLcHhrZ2N6dmVKbEZnNnY4b3RFX2xFNjFVVnhQSEtTOUpkZmtXLXNjaTZXYml0VEhOdHhWcXBlWklUd0ZyWHpvV2VCeEJSamNBbnhYTUxjZmdCc1ZEVHg5V3Zn0gHKAUFVX3lxTE42aHQyZUtYeFU1TGJmcnpKSW5VWmhBU2NCVFFwdWxIY2NGeUxyRVl3Qy1HclQxaGxPWVZRNExuVlVrcFBhT2NiR1RKMUFQN19Zd3o5SENCSW5EQkg5QlRZZzRsV0RKSzNsWkVIbHhaelk2b3c3bEtOR18xWGF3LW14SnFDYkRNQ0xmZEpnaFNyZUNIejgxd3FKdVhraUpoTFpONy1QYWlQbFRPVTJBS29zd3N5TTFBckEwV2VnQ0plTzNLd2QtQjVsZUE?oc=5,2025-11-23 04:29:28,positive,0.9411285519599915
ONGC.NS,Google News,Why the IEA Now Thinks Oil Demand Will Keep Rising Until 2050 - Crude Oil Prices Today | OilPrice.com,https://news.google.com/rss/articles/CBMirgFBVV95cUxNZml5THNQQ0FIejJaNW5XYVkwaTRFREVVNVIzWUUyOUdCZXE1TmI1R2x5RHpRZVZlMEh2S3NwVU9Ub0owX0NzOXA5QXUwZ0hqd05mbEROd1B2X0ZSRFE0V2RWYS1lTXc3a3pBU0ozZ3kzUzdnUjkyNm5mLTQ2NnNKNFhiVTNnSC1hdFRRZ3poV1NNQkpXdTF2VTk3MTlSQ3RiRzB2b3F0VEVjc3M0cnfSAbMBQVVfeXFMT1Q3aU9ub1VtT0s1UERqTy1PVGppbi1KUDBuU3l2T1ZXcDFwZ0NEb0ZqVG9qeUVNMkNyVmc1eDhTN002bFlHdUZKb1pmQXVyRkVhV1g0MmlnYjl6cVQ5T211YkgtcmsxYmJRaC1peWs2cHVHakJSNUpzUXBUTnRmNy1kaWoxSmRxRnNfUFgyV0lSVWw0SGJnTGlMd2lvWGNJcy1IOTJuN0s3SVJseHJjWFdhZVk?oc=5,2025-11-22 20:00:00,neutral,0.8600656986236572
ONGC.NS,Google News,"Oil Tanker Overturns Near Lonavala, Triggers Heavy Jam on Mumbai–Pune Expressway - PUNE PULSE",https://news.google.com/rss/articles/CBMirAFBVV95cUxNVEhrbHFLS2o0STZxSTg0bElxS1FodmF0bWdGS1F6eGFBeGoxeWpaZHpQSThCSDdpY1VibmJ3eS1mcE9YVTRTVlVyeWZodFpUZ05odXNXZXNpdWZ4Vmp2WU16dnppa1JIaEUxaGVIMEpoS1JIeXVLR3BPVkJhSmNRSU1UTzdrUnRYd1VlTVVOYzNDRE4wdG14cURibXB1YTZ4SDVXeVBKWFY2SzFq?oc=5,2025-11-23 08:52:36,negative,0.9142971634864807
ONGC.NS,Google News,New US sanctions threaten to disrupt India's Russian oil lifeline - The Economic Times,https://news.google.com/rss/articles/CBMi2gFBVV95cUxPcjFmQTVNRW9lUFdLdjJpRmI4Y282WVZEYUdxSGhPLUw4WFNoZ3JIRjNKcWZVdnNBdlF2Q3ZpaEVVMl9pdmEyTmNBb245MmtEd0VPNm1LWS1uajlXa25RRWVMN1FlM3ZwNmNuUlA2SXNjYnBjT0t1V0s2NTVaZ25zSlJjZy1ab0VqYW1WNjdjV2pwcjNnN0VFa1IwVzV2RUM5NkxIN1I0bW9VN3RyWVVMQzVfaEdOZFdjUHFLaHctR0NUbzgtLVJYclZ4VkxKdmpSdjhFcGN1Tmxfd9IB3wFBVV95cUxOa1VHU1VWeEd1VngxRTd5Q3hUczF5eURHMHd4YXhZUVJrVGxqeWZsNzFtWWY0NWE1eWV1STFnTFpmcFZZMW5EZ1hwcnFUeXBJand0ell0SFFYdThIRmpDMXJuSUhsUnAxTE5lUjVpNjRSanRDMVZOU3pQNThsWWFrZ21YQUlHc2xnUENOYnV0Z0RYUGtLNjlhR245TkpHUWFTaVJ1aWNIel9rQWFDdVJlbnJ4aHFQcEpWOV9VUDBZTk1NRUtSTW9pOWxkUjdYZHlNRVI5ZVBWLUpEajByWXc4?oc=5,2025-11-23 07:14:06,negative,0.6076297760009766
ONGC.NS,Google News,"From kids to seniors, 16,000 runners celebrate fitness at Indian Oil–Navy Half Marathon - Sportstar",https://news.google.com/rss/articles/CBMi7AFBVV95cUxQc0pPejJmQ0gzd01rYWpXenVXMFNiN1p0ajRTNUh0TlVxM1JxM0w1TU1Ra2MwVExsNlAxZUd5cy1WVWhYNVJCeXJKa3NUbWppWmJfS29GRDVzU1FRakhWWXVBWG50MFFHZmtxNzNuVGxpSzVYd0ZRNjV3RXpfVWNlSWQtc2daS1hmY2libnJUcWJuSXExT1oyTGdxaU0tYl9XTkdYVVVGbC1GRXFiVzczUGR0RVZqSHZaZHRZMEdlZGJXazZwSEExX3V6NEFvX2IwMG1qU0hydENpcHZkcVEtLVJ2SWlGSFhFZmJyddIB8wFBVV95cUxOX2p4clJaRVdEODBTdmk3bzlSaXVBVFNMWWRITWtjZW1ILU9XeVZTdHloSmYwaFp4a0JPTUtVdjI3SXNaeS1HNm9Ubm16aEtselBZZnV3Rm43TloxaU1fWmxETXd1X244LUxsQllfZ0JGZHVIa3htekVPNTNqX2QxNWhXamhuTEg2MF95LVp5aXlZcUw4aVpOTTZTei1lMTdLRDRZZmEwYy1JZ1IxUTJwZnRycllRYlE3U2RoeTNOalZ0SGtoVklEdVlkaURpUGdfRzFuSEhIM1lqUDhDNW8zalRzSHV3Tmx5Mzd4SFlIemRFYmM?oc=5,2025-11-23 07:02:46,neutral,0.9004313945770264
ONGC.NS,Google News,Russian oil under pressure: India braces for sharp drop in arrivals as new US sanctions kick in - Telegraph India,https://news.google.com/rss/articles/CBMi3wFBVV95cUxQaXk1SzRiQlZIYWo1N3hGYVFVRE1oTFFaLVJ0Z0JVWE05eGFFaU9XVTJHQW1vNWpsbzNvU2E4a1U2NTBIWUZ2QnZLa0pEU3BqeFh0VzhyQlEtQ1lSSzdTR2d4ejVhWXlzS25qdWlETUdCa2R4OVhPaDlEOS1kSVFpRjFoajZmczlKQWlZZkdsWHMtaFdhRklIZG5lNFdtQW9BZlFnbmdpemwzcU1fa2E4bFBMTFNxRlhmaGItQ2pKdzZ0aDJPVkF6OHJWNFQ4M0h4RXBMLUhDR0FuVUFLSjFn0gHkAUFVX3lxTE01R3poYW14eDNHYjBIZ3h2dF9nS2J6TEFmdEpVdElvTjN1b3V6M1FlYTE4WXBFRXpSa25uRkZ3eTZrRXJBanZmR0l1dXJLenJacksxVGdZT2FSa3dKODVHejVjQzEyaGZCOXdXYkJ1MFp1cWRWQk9UVFhCci1kYUREa2I3bDNJdnZGRTJwNnBlODYxaDBYc0dET192M0FmZkN5TUVNMW1SNWtKSUpKblJ5RXkyX092RTZETkkxRG1LMGprMl9nQnZ2RWRiTGlkaHNJUmNvMVZHeWlGT0p1WmVIcDdRdQ?oc=5,2025-11-23 07:21:06,negative,0.9660636782646179
ONGC.NS,Google News,OIL successfully caps Kharsang Well blowout in Arunachal Pradesh after 23-day operation - Hub News,https://news.google.com/rss/articles/CBMirwFBVV95cUxQMFhZdzBpVlZwNjluRGlXQjdGSzVuWEVwblhuMmMyUEM3M0lpdXVneDFPQlVnYnQ1QVB6RXBCVV9QNEtKNUZkWUgzWlVyNkcyRXNzbkgzWGNRTEItVnBGWkgyY2YtemdfWmZncV9Xa01BdnBWakZtY0ppQmprdWU4NmdhYUtzbVcwR0ttMWdORHktU0xtMTJXOUdSVE5DRU1tWVA3RGsxSjllRXZwUHk0?oc=5,2025-11-23 06:01:32,positive,0.7223358750343323
ONGC.NS,Google News,How US sanctions on Russian oil exporters will impact India - NewsBytes,https://news.google.com/rss/articles/CBMimAFBVV95cUxPMnhvT0M4aEc1bHA3bVFpZWJpNHpMRlZPMnJJYmxkLUNVLUxwdVJqZThrUG15bkl2VUVLTDl5LVF2OVhrYUdOYldxWU10UVVXdVk3N29kbWtVdWFCcHNqVTI0QWVGOENuM1paX3lJWWxfcGJxTTZTR3dXRy1FdXlTQ1pnMGhSMG16WGNtTEp6Zl9UV0tkRVJRZQ?oc=5,2025-11-23 11:53:58,neutral,0.8260412216186523
ONGC.NS,Google News,OIL completes safe capping operation at Kharsang oil field - The Arunachal Times,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPSDhNb240X0dMdXZZNmxpcEowMkJKUndqYkFfMHZEeVVJdVJNX0pTT2poaUtOVkp2T1ZuTFl2X1Z5WEFRZ1N2RGxBWkJuVjFzYTJJUWNHOEtTLTZGaWpBX1dPSVJaZzZ6cUFRREt1NjBYbldZLXdzdHhZR2tmZlU4ekNJTEQ2WFlXWWxfRUZRZHhtZjk1Z0RuTy1Va28tSDR0RTBUTEFhai1vZw?oc=5,2025-11-22 19:30:32,positive,0.6749178767204285
ONGC.NS,Google News,"Edible Crude Palm Kernel Oil Qualifies For Duty Exemption, End-Use Condition Inapplicable: Gujarat High... - Live Law",https://news.google.com/rss/articles/CBMihgJBVV95cUxQQU9GY1k0MjJCUWFYUUZMdzYtZDhyb1UzTDRqMkIwRmx6MmtXMFlVdXhUN1FYWDFMWGVxUEJwSy0tMnF5dnk5V0k4VUFBbzVsQWxRVXBzaUJzbTNWeXJOcXRSQ01RcFBabFVuZ0pPczJtam5YbHc4REVpeEtyMUdGZzlHdi1SMVg3a2ZnRlQ2Tk5hclR0QUVnb2dJM0RMamVrUXBvbWk3c1QzN2VMYnRBRko3YVZ6S0hOSDlCRnZZSGc0dmlLdEF3cDkxeHYwXzA4MXhBbHFqV0FORWpZb24zcTZ4QnNtYzVYd3BPREtuRS1mMHpWLVI0OWhvY2J1R2tkMl96OUNn0gGLAkFVX3lxTE5JN3FLdFpQWHFSTGRHakVBY2R6RmZ2cm9pWXo4SlN6V0xhdnNoSnI0cTlUZVBBQWFySFA4UnRkR3lDS2g3eTdKTkpoNUhLeVNMQUJIUW9OY3NaY05NTnk4NVNhcTdKZzVkcldsdWZLOS0xMnlocDJVUElsaEdicUNWb1BkRGRKazFTUUM2S0djNnlpZGtGdmlLblhaRWhzem1CZDlsLXZreEdxUnNCYVlGdlB4YnRSSzUyVDVGbUhBMFJqSVF4N3BZbno3bDdHbk1fN2UwTjFlME5KaGE2bDNsSGpPaHZRNE5nUTBpSHBORnozNHZIWDRBU21WVXBxMGQ0OWpLQkhnaDVGdw?oc=5,2025-11-23 08:20:28,neutral,0.8864888548851013
ONGC.NS,Google News,Global oil prices under pressure: What’s driving the decline and what lies ahead - The Economic Times,https://news.google.com/rss/articles/CBMi5wFBVV95cUxNamppSkl4bmFmb2V6RmxvR0M3dFVBcVFBUUVNaURzNkNCaUt4cnFWaTlJSTVpc2R3eXp4ZWZRSE43Q0tGR3BRT0VqcUZYdFNoZ2FmMTA5SmM2Wjdkc2Z6clFTcnJYSFdROW5SSFh2M0JwRm1LX2xBbF80V3lnNnVEX0pTM3FuZnByeG9Gc01pSDFna2c4ZWJnYWxZMzZ0Y2NHWnhkOTkwTkljQWsyc0t0TWlUcjdLXzQyN2ltamJ2YnIzZjdpUHctZG9rb3YyUTBWU3BTRlZrTmtMWkl0UWpNb0dicDY2WXfSAewBQVVfeXFMTk9GXzR0T0swb3pmNVlVODZobnNJTTVNdm10aFk5dzVhNVNsM25BaEZtdkFmRGdVOW1LcTFtblQxQWFtMUdJSFQxU2ZtS2NzZzhTVkhKNHdGOThYN0h4TThYWFVkQTRQX0xHbzE1LU84RHJNSnNKM2NUSm5OQWl3cVBNMWRkRS1LMUV6R0MzT29rUnp6cnlIWWJyX0VzM00xcDQ5YlZYYlNBSERUYmdqNllhSDRDaUpvRGg1NkhmY19lQ0xvYnRpMEJNV3BHbUxCZ1RnZVdfZXdBX2hjZ01rclRKNVVlc29PckdSVnQ?oc=5,2025-11-23 08:44:04,neutral,0.46869397163391113
ONGC.NS,Google News,Oil spill chaos in Koderma: Truck carrying edible oil overturns on highway; locals rush to collect spilla - The Times of India,https://news.google.com/rss/articles/CBMiiwJBVV95cUxQOUZubk9SNFlFNmdWSGVEcV9mZW9MVXlDcVhzU3A1RDV4dTRHcmJqcDVqQnVORFdFQlY0bjBqOG81WGJvS0pkS0VEbnVlazF5TV8zOEdnS0RDdllmNEM0VkI2elhfbEl4cUpLNnRDa1p3MkphbzNtcE82bWFROE9RSUt1MmhyZW9NYnYxZWJ4OTl3elBjb0RFbmtndzdGTXFQdFBvTHUyeldnd05FczdLV2VLSGxWcFlsUk1ieVBBMEFZcDc1M0EySVZ0RkZrUWhiYVpkRUhiUWtZVmJ1eGJVV2pneTRzYnBTVHBnZjFQajRVbElNWFhvRVhNSE9tcDA0N3lUci01OXNzbHfSAZACQVVfeXFMTUR0QmY3N1hvZ0hCMDZDRlYwWG42ZVBvUk1pSHZKTkFIUnVieDVRWWpvZjAyUlY4Q0lRbE9aemM3QnBrVFNVOVZNel9GQjdPUmRJZy1rZFNINUhxdE5sMGw2WjFPeE1qUEF4TzFrblJDbmZEMFhiUUdPVUM2SFNsRmxBQXM3b1FOUWZ2MUNZUVJ4ZW1TMVVOXzF3b2lrRnltMUlOcnllUmVDc1lHU0tQcERxY3FHT2cyRDlYYUxvampxM21YZUl5NEVjSmZMYzNRMkVxRlJneEMtNFJoZTRYR1FJVk1JanZFcnN5c3Jaenc3MHlmVXZUUW9pcDZfU0tITDV6ZF9vdjd5ZzJyMWtkTnI?oc=5,2025-11-22 18:25:00,negative,0.9385688900947571
